item_id,penman_notation
B.506,"# ::tok Eyes turned to him , surprisingly bright .
(t / turn-01~1
    :ARG1 (e / eye~0
        :ARG1-of (b / bright-03~6
            :ARG0-of (s / surprise-01~5)))
    :direction (h / he~3))
"
B.507,"# ::tok The official diagnosis was a stroke .
(d / diagnose-01~2
    :ARG2 (s / stroke-02~5)
    :mod (o / official~1))
"
B.508,"# ::tok Maximum impact , least amount of effort .
(a2 / and~2
    :op1 (i / impact-01~1
        :degree (m / maximum~0))
    :op2 (a / amount~4
        :ARG1-of (h / have-quant-91~3
            :ARG3 (l / least~3))
        :quant-of (e / effort-01~6)))
"
B.509,"# ::tok She was delicate always , now extremely .
(a2 / and~4
    :op1 (d / delicate~2
        :domain (s / she~0)
        :time (a / always~3))
    :op2 (e / extreme~6
        :domain s
        :time (n / now~5)))
"
B.510,"# ::tok Yes she isolated various radioactive atoms .
(i / isolate-01~2
    :ARG0 (s / she~1)
    :ARG1 (a / atom~5
        :mod (r / radioactive~4)
        :mod (v / various~3)))
"
B.511,"# ::tok Fredriksson was the acting news editor .
(a / act-01~3
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Fredriksson""~0))
    :ARG1 (e / editor~5
        :mod (n2 / news~4)))
"
B.512,"# ::tok They pay cash and tip little .
(a / and~3
    :op1 (p / pay-01~1
        :ARG0 (t / they~0)
        :ARG1 (c / cash~2))
    :op2 (t2 / tip-02~4
        :ARG0 t
        :degree (l / little~5)))
"
B.513,"# ::tok All the way to the rear !
(r / rear~5
    :direction (a / all-the-way~2)
    :mode expressive~6)
"
B.514,"# ::tok Both wearing white , untucked , long - sleeved shirts .
(w / wear-01~1
    :ARG0 (b / both~0)
    :ARG1 (s / shirt~9
        :ARG1-of (l / long-03~6)
        :ARG1-of (w2 / white-03~2)
        :part (s2 / sleeve~4
            :polarity -~4)))
"
B.515,"# ::tok Heavy fabric stretched on steel frames .
(s2 / stretch-01~2
    :ARG1 (f / fabric~1
        :mod (h / heavy~0))
    :ARG2 (s3 / structure~5
        :mod (s / steel~4)))
"
B.516,"# ::tok A bunny can be fluffy sometimes .
(p / possible-01~2
    :ARG1 (f / fluffy~4
        :domain (b / bunny~1)
        :frequency (s / sometimes~5)))
"
B.517,"# ::tok However , that was n't an immediate improvement .
(c / contrast-01~0
    :ARG2 (i2 / improve-01~7
        :domain (t / that~2)
        :time (i / immediate~6
            :polarity -~4)))
"
B.518,"# ::tok How sturdy is the coffee table ?
(s / sturdy~1
    :degree (a / amr-unknown~0)
    :domain (t / table~5
        :mod (c / coffee~4)))
"
B.519,"# ::tok Unscrew , slide into place , lock , screw .
(a / and~1
    :op1 (s / screw-02~0
        :ARG0 (y / you~0)
        :mode imperative~0)
    :op2 (s3 / slide-01~2
        :ARG0 y
        :ARG4 (p / place~4)
        :mode imperative~5)
    :op3 (l / lock-01~6
        :ARG0 y)
    :op4 (s2 / screw-02~8
        :ARG0 y))
"
B.520,"# ::tok The Weasel was an accomplished backstabber .
(p2 / person~5
    :ARG0-of (b / betray-01~5)
    :ARG1-of (a / accomplish-01~4)
    :domain (p / person~1
        :name (n / name~1
            :op1 ""The""~0
            :op2 ""Weasel""~1)))
"
B.521,"# ::tok The brunette was licking her lips .
(l / lick-01~3
    :ARG0 (b / brunette~1
        :part (l2 / lip~5))
    :ARG1 l2)
"
B.522,"# ::tok Confessing your sins is the escape .
(e / escape-01~5
    :domain (c / confess-01~0
        :ARG0 (y / you~1)
        :ARG1 (s / sin-01~2
            :ARG0 y)))
"
B.523,"# ::tok Diver on crew boat retrieves cargo .
(r / retrieve-01~4
    :ARG0 (p / person~0
        :ARG0-of (d / dive-01~0)
        :location (b / boat~3
            :ARG0-of (c2 / crew-01~2)))
    :ARG1 (c / cargo~5))
"
B.524,"# ::tok Kindness and warmth emanated from him .
(e / emanate-01~3
    :ARG1 (a / and~1
        :op1 (k / kind-01~0
            :ARG0 (h / he~5))
        :op2 (w / warm-06~2))
    :ARG2 h)
"
B.525,"# ::tok She was near Grand Central Station .
(n2 / near-02~2
    :ARG1 (s / she~0)
    :ARG2 (s2 / station~5
        :name (n / name~3
            :op1 ""Grand""~3
            :op2 ""Central""~4
            :op3 ""Station""~5)))
"
B.526,"# ::tok What one word would describe you ?
(d / describe-01~4
    :ARG0 (w / word~2
        :quant 1~1
        :mod (a / amr-unknown~0))
    :ARG1 (y / you~5))
"
B.527,"# ::tok No one expected me to win .
(e / expect-01~2
    :ARG0 (n / no-one~0)
    :ARG1 (w / win-01~5
        :ARG0 (i / i~3)))
"
B.528,"# ::tok Use your computer access for deciphering .
(u / use-01~0
    :ARG0 (y / you~0)
    :ARG1 (a / access-01~3
        :ARG0 y
        :ARG1 (c / computer~2))
    :ARG2 (d / decipher-01~5
        :ARG0 y))
"
B.529,"# ::tok Afraid of what she might do .
(f / fear-01~0
    :ARG1 (t / thing~2
        :ARG1-of (d / do-02~5
            :ARG0 (s / she~3)
            :ARG1-of (p / possible-01~4))))
"
B.530,"# ::tok He glanced wistfully out the window ..
(g / glance-01~1
    :ARG0 (h / he~0)
    :direction (o / out~3
        :op1 (w / window~5))
    :manner (s / stupid~2))
"
B.531,"# ::tok I decided to neutralize the situation .
(d / decide-01~1
    :ARG0 (i / i~0)
    :ARG1 (n / neutralize-01~3
        :ARG0 i
        :ARG1 (s / situation~5)))
"
B.532,"# ::tok I still saw cynicism and contempt .
(s / see-01~2
    :ARG0 (i / i~0)
    :ARG1 (a / and~4
        :op1 (c2 / cynicism~3)
        :op2 (c / contempt~5))
    :mod (s2 / still~1))
"
B.533,"# ::tok The code 's too easy to read .
(h / have-degree-91~3
    :ARG1 (c / code~1)
    :ARG2 (e / easy-05~4
        :ARG1 (r / read-01~6
            :ARG1 c))
    :ARG3 (t / too~3))
"
B.534,"# ::tok She leaned into him antagonistically , "" hunh ? ""
(l / lean-01~1
    :ARG1 (s2 / she~0)
    :ARG2 (h / he~3)
    :manner (a2 / antagonize-01~4
        :ARG0 s2)
    :time (s / say-01~6
        :ARG0 h
        :ARG1 (h2 / hunh~7)
        :polarity (a / amr-unknown~8)))
"
B.535,"# ::tok Gross stopped briefly , then went on .
(a / and~3
    :op1 (s / stop-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Gross""~0))
        :duration (b / brief~2))
    :op2 (g / go-on-25~5
        :ARG0 p
        :time (t / then~4)))
"
B.536,"# ::tok Sharon , she 's cooked in a restaurant .
(c / cook-01~4
    :ARG0 (s / she~2)
    :location (r / restaurant~7)
    :rel (p / person~1
        :name (n / name~0
            :op1 ""Sharon""~0)))
"
B.537,"# ::tok There was no mistaking that scream .
(p / possible-01~2
    :ARG1 (m / mistake-01~3
        :ARG1 (t2 / thing~4
            :ARG1-of (s / scream-01~5)
            :mod (t / that~4)))
    :polarity -~2)
"
B.538,"# ::tok Years of war , strain , and hatred .
(a / and~6
    :duration (m / multiple~0
        :op1 (t / temporal-quantity~0
            :quant 1~0
            :unit (y / year~0)))
    :op1 (w / war-01~2)
    :op2 (s / strain-01~4)
    :op3 (h / hate-01~7))
"
B.539,"# ::tok Form clay strip into a cylinder .
(f / form-01~0
    :ARG0 (y / you~0)
    :ARG1 (s / strip~2
        :consist-of (c / clay~1))
    :ARG2 (c2 / cylinder~5)
    :mode imperative~0)
"
B.540,"# ::tok I could n't help laughing with him .
(p / possible-01~1
    :ARG1 (h2 / help-02~3
        :ARG0 (i / i~0)
        :ARG1 (l / laugh-01~4
            :ARG0 i
            :ARG2 (h / he~6)))
    :polarity -~2)
"
B.541,"# ::tok Elizabeth Way was the first operator .
(o / operate-01~5
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Elizabeth""~0
            :op2 ""Way""~1))
    :ord (o2 / ordinal-entity~4
        :value 1~4))
"
B.542,"# ::tok He also admitted killing Mrs . Hengesbach .
(a / admit-01~2
    :ARG0 (h / he~0)
    :ARG1 (k / kill-01~3
        :ARG0 h
        :ARG1 (p / person~4
            :name (n / name~4
                :op1 ""Mrs""~4
                :op2 ""Hengesbach""~6)))
    :mod (a2 / also~1))
"
B.543,"# ::tok I do n't have the answer yet .
(h / have-03~3
    :ARG0 (i / i~0)
    :ARG1 (t / thing~5
        :ARG2-of (a / answer-01~5))
    :polarity -~2
    :time (y / yet~6))
"
B.544,"# ::tok Now the government must do that .
(o / obligate-01~3
    :ARG1 (n / now~0)
    :ARG2 (d / do-02~4
        :ARG0 (g2 / government-organization~2
            :ARG0-of (g / govern-01~2))
        :ARG1 (t / that~5))
    :time n)
"
B.545,"# ::tok Then he realized he was hungry .
(r / realize-01~2
    :ARG0 (h / he~1)
    :ARG1 (h2 / hunger-01~5
        :ARG0 h)
    :time (t / then~0))
"
B.546,"# ::tok Bullets began to snap past him .
(b / begin-01~1
    :ARG1 (s / snap-04~3
        :ARG0 (b2 / bullet~0)
        :path (p / past~4
            :op1 (h / he~5))))
"
B.547,"# ::tok Others invoked technology and common sense .
(i / invoke-01~1
    :ARG0 (o / other~0)
    :ARG1 (a / and~3
        :op1 (t / technology~2)
        :op2 (s / sense-02~5
            :mod (c / common~4))))
"
B.548,"# ::tok Ordered an investigation of Lumumba 's death .
(o / order-01~0
    :ARG2 (i / investigate-01~2
        :ARG1 (d / die-01~6
            :ARG1 (p / person~4
                :name (n / name~4
                    :op1 ""Lumumba""~4)))))
"
B.549,"# ::tok The courage to meet every challenge .
(c2 / courage~1
    :purpose (m / meet-01~3
        :ARG1 (c / challenge-01~5
            :mod (e / every~4))))
"
B.550,"# ::tok Such study may take many forms .
(p / possible-01~2
    :ARG1 (t / take-01~3
        :ARG0 (s / study-01~1
            :mod (s2 / such~0))
        :ARG1 (f / form~5
            :quant (m / many~4))))
"
B.551,"# ::tok Cut clay top and base pieces .
(c2 / cut-02~0
    :ARG1 (a / and~3
        :op1 (t / top~2
            :mod (c / clay~1))
        :op2 (p / piece~5
            :mod (b / base~4))))
"
B.552,"# ::tok When she had finished I said :
(s / say-01~5
    :ARG0 (i / i~4)
    :time (f / finish-01~3
        :ARG0 (s2 / she~1)))
"
B.553,"# ::tok Approaching shore their masts appeared first .
(a / appear-01~4
    :ARG1 (s2 / structure~3
        :ARG1-of (a2 / approach-01~0
            :ARG2 (s / shore~1))
        :poss (t / they~2))
    :ord (o / ordinal-entity~5
        :value 1~5)
    :rel (h / hurricane~3))
"
B.554,"# ::tok These are fairly large , tough animals .
(a / animal~6
    :ARG1-of (t2 / tough-02~5)
    :domain (t / this~0)
    :mod (l / large~3
        :ARG1-of (f / fair-04~2)))
"
B.555,"# ::tok He must pray to be spared .
(o / obligate-01~1
    :ARG2 (p / pray-01~2
        :ARG0 (h / he~0)
        :ARG1 (s / spare-01~5
            :ARG1 h)))
"
B.556,"# ::tok Payne was more methodical than that .
(h / have-degree-91~2
    :ARG1 (p / person~0
        :name (n / name~0
            :op1 ""Payne""~0))
    :ARG2 (m / methodical~3)
    :ARG3 (m2 / more~2)
    :ARG4 (t / that~5))
"
B.557,"# ::tok The situation involved some political perils .
(i / involve-01~2
    :ARG1 (p / peril~5
        :quant (s2 / some~3)
        :mod (p2 / politics~4))
    :ARG2 (s / situation~1))
"
B.558,"# ::tok One of the little girls said .
(s / say-01~5
    :ARG0 (g / girl~4
        :quant 1~0
        :ARG1-of (i / include-91~1
            :ARG2 (g2 / girl~4
                :mod (l / little~3)))))
"
B.559,"# ::tok That Jaguar could really barrel along .
(p / possible-01~2
    :ARG1 (b / barrel~4
        :ARG1-of (r / real-04~3)
        :domain (c / car-make~1
            :name (n / name~1
                :op1 ""Jaguar""~1)
            :mod (t / that~0))
        :path (a / along~5)))
"
B.560,"# ::tok Political organization revolved about the basileis .
(d / devolve-02~2
    :ARG1 (o / organization~1
        :mod (p / politics~0))
    :ARG2 (s / simple~5))
"
B.561,"# ::tok A cigarette would taste particularly good .
(t / taste-02~3
    :ARG1 (c / cigarette~1)
    :ARG2 (g / good-02~5
        :mod (p / particular~4)))
"
B.562,"# ::tok Suppose Lauren comes looking for us ??
(s / suppose-01~0
    :ARG1 (c / come-01~2
        :purpose (l / look-01~3
            :ARG0 (p / person~1
                :name (n / name~1
                    :op1 ""Lauren""~1))
            :ARG1 (w / we~5))
        :ARG1 p)
    :polarity (a / amr-unknown~6))
"
B.563,"# ::tok Travelling home on a late train ??
(t2 / travel-01~0
    :ARG1 (t / train~5
        :time (l / late~4))
    :ARG4 (h / home~1)
    :polarity (a / amr-unknown~6))
"
B.564,"# ::tok Everyone is to be a participant .
(p / participate-01~5
    :ARG0 (e / everyone~0))
"
B.565,"# ::tok Time in the sum is nothing .
(n / nothing~5
    :domain (t / time~0
        :part-of (s / sum~3)))
"
B.566,"# ::tok There was no one but me .
(n / no-one~2
    :ARG2-of (e / except-01~4
        :ARG1 (i / i~5)))
"
B.567,"# ::tok It originated with the Wissahickon Section .
(o / originate-01~1
    :ARG1 (i / it~0)
    :ARG2 (l / location~3
        :name (n / name~4
            :op1 ""Wissahickon""~4
            :op2 ""Section""~5)))
"
B.568,"# ::tok A letter awaited her at Princeton .
(a / await-01~2
    :ARG1 (s / she~3)
    :ARG2 (l / letter~1)
    :location (u / university~5
        :name (n / name~5
            :op1 ""Princeton""~5)))
"
B.569,"# ::tok Fred Mullen from Mercer Island , Wash .
(p / person~0
    :name (n / name~0
        :op1 ""Fred""~0
        :op2 ""Mullen""~1)
    :source (i / island~4
        :name (n2 / name~3
            :op1 ""Mercer""~3
            :op2 ""Island""~4)
        :location (s / state~6
            :name (n3 / name~6
                :op1 ""Washington""~6))))
"
B.570,"# ::tok Wine waiters are something else again .
(s / something~3
    :domain (p / person~1
        :ARG0-of (w / wait-01~1
            :ARG1 (w2 / wine-01~0)))
    :mod (e / else~4)
    :mod (a / again~5))
"
B.571,"# ::tok We were back on the road .
(b2 / be-located-at-91~2
    :ARG1 (w / we~0)
    :ARG2 (r / road~5)
    :direction (b / back~2))
"
B.572,"# ::tok For what do the utopians labor ??
(l / labor-01~5
    :purpose (a / amr-unknown~1)
    :ARG0 (u / utopia~4))
"
B.573,"# ::tok But I knowingly abuse their confidence .
(c2 / contrast-01~0
    :ARG2 (a / abuse-02~3
        :ARG0 (i / i~1)
        :ARG1 (c / confidence~5
            :poss (t / they~4))
        :ARG1-of (k / know-01~2
            :ARG0 i)))
"
B.574,"# ::tok Unanimity on Interama is not surprising .
(s / surprise-01~5
    :ARG0 (i / intelligence~0
        :medium (b / broadcast-program~2
            :name (n / name~2
                :op1 ""Interama""~2))
        :polarity -~4)
    :polarity -~4)
"
B.575,"# ::tok Most of them were elderly men .
(i / include-91~0
    :ARG1 (m / man~5
        :mod (e / elderly~4))
    :ARG2 (t / they~2)
    :ARG3 (m2 / most~0))
"
B.576,"# ::tok No , the man was not drunk .
(d / drunk~6
    :domain (m / man~3)
    :polarity -~5)
"
B.577,"# ::tok She was thirty - one years old then .
(a / age-01~5
    :ARG1 (s / she~0)
    :ARG2 (t / temporal-quantity~2
        :quant 30~2
        :unit (y / year~5))
    :time (t2 / then~7))
"
B.578,"# ::tok There is nothing new in this .
(n / new-01~3
    :ARG1 (a / anything~2)
    :polarity -~1
    :prep-in (t / this~5))
"
B.579,"# ::tok What else was there to say ??
(s / say-01~5
    :ARG1 (a / amr-unknown~0
        :mod (e / else~1)))
"
B.580,"# ::tok There was a contorted ugliness now .
(u / ugly~4
    :ARG1-of (c / contort-01~3)
    :time (n / now~5))
"
B.581,"# ::tok Frowning , Miss Ada studied the list .
(s / study-01~4
    :ARG0 (p / person~2
        :name (n / name~2
            :op1 ""Miss""~2
            :op2 ""Ada""~3)
        :ARG0-of (f / face-01~0))
    :ARG1 (t / thing~6
        :ARG2-of (l / list-01~6)))
"
B.582,"# ::tok Martin gave her a teasing pat .
(p / pat-01~5
    :ARG0 (p2 / person~0
        :name (n / name~0
            :op1 ""Martin""~0))
    :ARG0-of (f / flirt-01~4)
    :ARG1 (s / she~2))
"
B.583,"# ::tok Balenciaga is her favorite European designer .
(f / favor-01~3
    :ARG0 (s / she~2)
    :ARG1 (p2 / product~0
        :name (n / name~0
            :op1 ""Balenciaga""~0))
    :ARG2 (p / person~5
        :ARG0-of (d / design-01~5)
        :location (c / continent~4
            :name (n2 / name~4
                :op1 ""Europe""~4))))
"
B.584,"# ::tok They came unexpectedly upon the sea .
(c / come-upon-26~3
    :ARG0 (t / they~0)
    :ARG1 (s / sea~5)
    :ARG1-of (e / expect-01~2
        :polarity -~2))
"
B.585,"# ::tok Supply and installation of steel pilings .
(a / and~1
    :op1 (s2 / supply-01~0
        :ARG1 (g / girder~5
            :consist-of (s / steel~4)))
    :op2 (i / install-01~2
        :ARG1 g))
"
B.586,"# ::tok Your preferred timeframe for commencing in - store .
(p / prefer-01~1
    :ARG0 (y / you~0)
    :ARG1 (t / timeframe~2
        :time-of (c / commence-01~4
            :location (s / store~7))))
"
B.587,"# ::tok You can use milk if required .
(p / possible-01~1
    :ARG1 (u / use-01~2
        :ARG0 (y / you~0)
        :ARG1 (m / milk~3)
        :condition (r / require-01~5
            :ARG1 u
            :ARG2 y)))
"
B.588,"# ::tok How do we compare to others ?
(c / compare-01~3
    :ARG1 (w / we~2)
    :ARG2 (a / amr-unknown~0
        :mod (o / other~5)))
"
B.589,"# ::tok How is the weather in Spain ?
(w / weather~3
    :location (c / country~5
        :name (n / name~5
            :op1 ""Spain""~5))
    :mod (a / amr-unknown~0))
"
B.590,"# ::tok This time I 'm rooting for Khan .
(r / root-03~4
    :ARG0 (i / i~2)
    :ARG1 (p / person~6
        :name (n / name~6
            :op1 ""Khan""~6))
    :time (t2 / time~1
        :mod (t / this~0)))
"
B.591,"# ::tok Appears to be far , far older .
(a / appear-02~0
    :ARG1 (h / have-degree-91~6
        :ARG2 (o / old~6)
        :ARG3 (m / more~6
            :quant (f / far~5))))
"
B.592,"# ::tok Arrange both windows as you like .
(a / arrange-01~0
    :ARG0 (y / you~0)
    :ARG1 (w / window~2
        :mod (b / both~1))
    :manner (l / like-02~5
        :ARG0 y)
    :mode imperative~0)
"
B.593,"# ::tok The ones who refuse to quit .
(r / refuse-01~3
    :ARG0 (o / one~1)
    :ARG1 (q / quit-01~5
        :ARG0 o))
"
B.594,"# ::tok Our friend Bo Fodor is playing .
(p2 / play-01~5
    :ARG0 (p / person~2
        :name (n / name~2
            :op1 ""Bo""~2
            :op2 ""Fodor""~3)
        :ARG0-of (h / have-rel-role-91~1
            :ARG1 (w / we~0)
            :ARG2 (f / friend~1))))
"
B.595,"# ::tok Remember that in times of pain !
(r / remember-01~0
    :ARG0 (y / you~0)
    :ARG1 (t / that~1)
    :mode imperative~0
    :time (p / pain-01~5))
"
B.596,"# ::tok So , is BC Rich officially dead ?
(i / infer-01~0
    :ARG1 (d / die-01~6
        :ARG1 (p / person~4
            :name (n / name~3
                :op1 ""BC""~3
                :op2 ""rich""~4))
        :mod (o / official~5)
        :polarity (a / amr-unknown~7)))
"
B.597,"# ::tok Moving and ca n't bring with us .
(a / and~1
    :op1 (m / move-01~0)
    :op2 (p / possible-01~2
        :ARG1 (b / bring-01~4
            :ARG0 (w / we~6)
            :ARG2 w)
        :polarity -~3))
"
B.598,"# ::tok Be prepared for various weather conditions .
(p / prepare-02~1
    :ARG0 (y / you~0)
    :ARG1 y
    :ARG2 (c / condition~5
        :mod (w / weather~4)
        :mod (v / various~3))
    :mode imperative~0)
"
B.599,"# ::tok Looks like you had a blast !
(l / look-02~0
    :ARG1 (b / blast-01~5
        :ARG0 (y / you~2))
    :mode expressive~6)
"
B.600,"# ::tok Sizes range from 2XL to 3XL .
(r / range-01~1
    :ARG1 (s / size~0)
    :ARG3 (p / product~3
        :name (n / name~3
            :op1 ""3XL""~5)
        :quant 2~3)
    :ARG4 (p2 / product~5
        :name (n2 / name~5)
        :quant 3~5))
"
B.601,"# ::tok Regardless , they end up quantifying risk .
(h / have-concession-91~1
    :ARG1 (e / end-up-03~3
        :ARG1 (t / they~2)
        :ARG2 (q / quantify-01~5
            :ARG0 t
            :ARG1 (r / risk-01~6))))
"
B.602,"# ::tok Here is more on these platforms .
(m / more~2
    :location (h / here~0)
    :location (p / platform~5
        :mod (t / this~4)))
"
B.603,"# ::tok The fifth character is Mr. Globe .
(c / character~2
    :domain (p / person~5
        :name (n / name~4
            :op1 ""Mr.""~4
            :op2 ""Globe""~5))
    :ord (o / ordinal-entity~1
        :value 5~1))
"
B.604,"# ::tok It changes everything about human interaction .
(c / change-01~1
    :ARG0 (i2 / it~0)
    :ARG1 (e / everything~2
        :topic (i / interact-01~5
            :ARG0 (h / human~4))))
"
B.605,"# ::tok Do you have any Japanese foods ?
(h / have-03~2
    :ARG0 (y / you~1)
    :ARG1 (f / food~5
        :mod (c / country~4
            :name (n / name~4
                :op1 ""Japan""~4))
        :mod (a2 / any~3))
    :polarity (a / amr-unknown~6))
"
B.606,"# ::tok Game on , Barney to throw first .
(a / and~2
    :op1 (o / on-01~1
        :ARG1 (g / game~0))
    :op2 (t / throw-01~5
        :ARG0 (p / person~3
            :name (n / name~3
                :op1 ""Barney""~3))
        :ord (o2 / ordinal-entity~6
            :value 1~6)))
"
B.607,"# ::tok In this case , it is not .
(h / have-polarity-91~6
    :ARG2 -~6
    :prep-in (c / case-04~2
        :ARG1 (t / this~1)))
"
B.608,"# ::tok This procedure works in most cases .
(w / work-09~2
    :ARG1 (p / procedure~1
        :mod (t / this~0))
    :mod (c / case~5
        :quant (m / most~4)))
"
B.609,"# ::tok How debilitating the sensory issues are .
(d / debilitate-01~1
    :ARG0 (i / issue-02~4
        :ARG0 (p / perceive-01~3))
    :degree (s / so~0))
"
B.610,"# ::tok Enjoy and stay connected with us !!
(a / and~1
    :mode expressive~6
    :op1 (e / enjoy-01~0
        :ARG0 (y / you~0)
        :mode imperative~0)
    :op2 (s / stay-01~2
        :ARG1 y
        :ARG3 (c / connect-01~3
            :ARG1 y
            :ARG2 (w / we~5))))
"
B.611,"# ::tok It also included two data centers .
(i / include-01~2
    :ARG1 (c / center~5
        :quant 2~3
        :mod (d / data~4))
    :ARG2 (i2 / it~0)
    :mod (a / also~1))
"
B.612,"# ::tok Are you ready for an exploration ?
(r / ready-01~2
    :ARG1 (y / you~1)
    :ARG2 (e / explore-01~5
        :ARG0 y)
    :polarity (a / amr-unknown~6))
"
B.613,"# ::tok Why am I practicing SUP yoga ?
(p / practice-01~3
    :ARG0 (i / i~2)
    :ARG1 (y / yoga~5
        :name (n / name~4
            :op1 ""SUP""~4
            :op2 ""Ocean""~5))
    :ARG1-of (c / cause-01~0
        :ARG0 (a / amr-unknown~0)))
"
B.614,"# ::tok If the Downloading will not start .
(h / have-condition-91~0
    :ARG2 (s / start-01~5
        :ARG1 (d / download-01~2)
        :polarity -~4))
"
B.615,"# ::tok Each block can be individually deleted .
(p / possible-01~2
    :ARG1 (d / delete-01~5
        :ARG1 (b / block~1
            :mod (e / each~0))
        :manner (i / individual~4)))
"
B.616,"# ::tok Please do send me a message !
(s / send-01~2
    :ARG0 (y / you~0)
    :ARG1 (m / message~5)
    :ARG2 (i / i~3)
    :mode imperative~0
    :polite +~0)
"
B.617,"# ::tok What if nature had a voice ?
(h2 / have-condition-91~1
    :ARG1 (a / amr-unknown~0)
    :ARG2 (h / have-03~3
        :ARG0 (n / nature~2)
        :ARG1 (v / voice-01~5)))
"
B.618,"# ::tok Doubly important ones can be asterisked .
(p / possible-01~3
    :ARG1 (q / question-01~5
        :ARG1 (o / one~2
            :ARG1-of (i / important-01~1
                :degree (d / double~0)))))
"
B.619,"# ::tok I 'm definitely up to the challenge !
(u / up-to~3
    :domain (i / i~0)
    :mod (d / definite~2)
    :op1 (c / challenge-01~6
        :ARG0 i))
"
B.620,"# ::tok Visit my Author Website for more .
(v / visit-01~0
    :purpose (m / more~5)
    :ARG0 (y / you~0)
    :ARG1 (w / website~3
        :poss (p / person~2
            :ARG0-of (a / author-01~2
                :ARG0 (i / i~1)))))
"
B.621,"# ::tok From the Baldy tunnel higher up .
(b / be-from-91~0
    :ARG2 (t / tunnel~3
        :name (n / name~3
            :op1 ""Baldy""~2)
        :source (h2 / high-02~4
            :ARG2-of (h / have-degree-91~4
                :ARG1 t
                :ARG3 (m / more~4))
            :direction (u / up~5))))
"
B.622,"# ::tok For purely constitutional reasons , of course .
(c / cause-01~3
    :ARG0 (r / reason~3
        :mod (c2 / constitution~2
            :ARG1-of (p / pure-02~1)))
    :mod (o / of-course~6))
"
B.623,"# ::tok It actually simplifies lots of points .
(s / simplify-01~2
    :ARG0 (i / it~0)
    :ARG1 (p / point~5
        :quant (l / lot~3))
    :ARG1-of (a / actual-02~1))
"
B.624,"# ::tok How to create a personalized chart .
(t / thing~0
    :manner-of (c2 / create-01~2
        :ARG1 (c / chart~5
            :ARG1-of (p / personal-02~4))))
"
B.625,"# ::tok He was happy , upbeat and friendly .
(a / and~5
    :op1 (h / happy-01~2
        :ARG1 (h2 / he~0))
    :op2 (u / upbeat~4
        :domain h2)
    :op3 (f / friendly-01~6
        :ARG1 h2))
"
B.626,"# ::tok I 'm starting to get a compl ex.
(s / start-01~2
    :ARG0 (i / i~0)
    :ARG1 (c / complex~6))
"
B.627,"# ::tok Maybe it 's time for a rest .
(p / possible-01~0
    :ARG1 (t / time~3
        :time-of (r / rest-01~6)))
"
B.628,"# ::tok Glam Morena : Tutorial : In Full Bloom .
(p2 / publication-91~4
    :ARG1 (l / lesson~3
        :mod (b / book~8
            :name (n2 / name~5
                :op1 ""Full""~6
                :op2 ""Bloom""~7)))
    :ARG2 (p / person~1
        :name (n / name~0
            :op1 ""Glam""~0
            :op2 ""Morena""~1)))
"
B.629,"# ::tok The control comes with ease now .
(c / come-03~2
    :ARG1 (c2 / control-01~1)
    :ARG2 (e / easy-05~4)
    :time (n / now~5))
"
B.630,"# ::tok More gravel would have been better .
(g / good-02~5
    :ARG1 (g2 / gravel~1
        :mod (m / more~0))
    :ARG2-of (h / have-degree-91~5
        :ARG1 g2
        :ARG3 (m2 / more~5)))
"
B.631,"# ::tok It is only your own projection .
(p / project-01~5
    :ARG0 (y / you~3)
    :ARG1 (i / it~0)
    :mod (o / only~2))
"
B.632,"# ::tok So the wise renounce that aim .
(c / cause-01~0
    :ARG1 (r / renounce-01~3
        :ARG0 (w / wise~2)
        :ARG1 (a / aim-01~5
            :mod (t / that~4))))
"
B.633,"# ::tok A must for all hosta collections .
(o / obligate-01~1
    :ARG2 (c / collect-01~5
        :ARG1 (h / hosta~4)
        :mod (a / all~3)))
"
B.634,"# ::tok Regulation facilitates safety and passenger confidence .
(f / facilitate-01~1
    :ARG0 (r / regulate-01~0)
    :ARG1 (a / and~3
        :op1 (s / safe-01~2)
        :op2 (c / confident-01~5
            :ARG1 (p / passenger~4))))
"
B.635,"# ::tok Today I did n't even buy NME .
(b / buy-01~5
    :ARG0 (i / i~1)
    :ARG1 (p / product~6
        :name (n / name~6
            :op1 ""NME""~6))
    :mod (e / even~4)
    :polarity -~3
    :time (t / today~0))
"
B.636,"# ::tok It will shrink to almost nothing !
(s / shrink-01~2
    :ARG1 (i / it~0)
    :ARG4 (n / nothing~5
        :mod (a / almost~4)))
"
B.637,"# ::tok I 'd rather fight mosquitoes than bats .
(p / prefer-01~2
    :ARG0 (i / i~0)
    :ARG1 (f / fight-01~3
        :ARG0 i
        :ARG1 (m / mosquito~4))
    :ARG2 (f2 / fight-01~3
        :ARG0 i
        :ARG1 (b / bat-01~6)))
"
B.638,"# ::tok Our Dawes payday loan can help !
(p2 / possible-01~4
    :ARG1 (h / help-01~5
        :ARG0 (l / loan~3
            :name (n / name~1
                :op1 ""Dawes""~1)
            :mod (p / payday~2)
            :poss (w / we~0))))
"
